timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status,Date,Year,Month,Weekday,Day,Hour
2018-07-25 14:00:00,2.318808,45.8333320617676,52.99479,43.88021,420.503448486328,72.5204,14.18547,16.24711,15.69734,15.05353,36.71748,50.04619,30.74288,12.21786,420.86,463.5181,455.2702,2.468381,665.9402,399.093,880.841,531.8727,1093.579,626.4651,740.6738,981.4561,490.7728,1023.166,551.2756,703.7037,971.8749,1013.376,546.6656,363.032,522.5594,812.8298,44.77601,50.0,39.0625,102.8646,35.41666,36.45833,51.30208,52.10199995963801,52.662040000000005,67.12963,43.98148,230.3241,69.7338,0.0,205.7292,2,2018-07-25 14:00:00,2018,7,2,25,14
2018-07-25 14:01:00,2.318808,45.8333320617676,52.99479,43.88021,420.503448486328,72.5204,14.18547,16.24711,15.69734,15.05353,36.71748,50.04619,30.74288,12.21786,420.86,463.5181,455.2702,2.468381,665.9402,399.093,880.841,531.8727,1093.579,626.4651,740.6738,981.4561,490.7728,1023.166,551.2756,703.7037,971.8749,1013.376,546.6656,363.032,522.5594,812.8298,44.77601,50.0,39.0625,102.8646,35.41666,36.45833,51.30208,52.10199995963801,52.662040000000005,67.12963,43.98148,230.3241,69.7338,0.0,205.7292,3,2018-07-25 14:01:00,2018,7,2,25,14
2018-07-25 14:02:00,2.252893,45.8333320617676,53.03819,43.88021,55.5150451660156,72.44621,14.43866,16.16753,15.69734,15.08247,37.4158,50.72017,30.82077,12.22845,422.422,463.4329,470.3403,2.638817,666.3651,400.9771,878.7145,532.5884,1097.179,629.9147,741.3097,982.1048,505.5175,1008.496,564.6308,706.9445,984.8958,1007.407,548.6494,356.6773,519.1464,809.1069,48.52049,51.30208,37.76041,98.69791,34.89583,36.45833,50.52083,52.08333,52.37268,68.28703,43.69213,226.2731,68.28703,0.0,202.8356,3,2018-07-25 14:02:00,2018,7,2,25,14
2018-07-25 14:03:00,2.244039,45.8333320617676,53.03819,43.8368,3.1047452688217203,70.96387,14.322920000000002,16.13136,15.65393,15.0897,33.96561,47.70531,26.00494,9.686495,419.7067,463.9007,475.7772,2.688534,666.1449,399.5185,878.0189,531.8926,1092.208,626.7073,738.785,977.4658,487.0479,1031.921,546.8088,718.0555,968.2291,1003.489,540.0938,356.4347,521.9645,815.2103,51.7967,52.34375,36.71875,93.75,34.89583,36.45833,49.21875,51.79398,52.37268,67.99769,43.69213,221.9329,67.12963,0.0,201.0995,3,2018-07-25 14:03:00,2018,7,2,25,14
2018-07-25 14:04:00,2.111227,45.8333320617676,53.03819,43.8368,3.1047452688217203,69.97385,3.110532,16.16753,15.73351,15.08247,30.23995,13.51988,9.596746,8.328319,419.9728,465.0643,463.3499,2.547202,666.0452,401.1513,880.9489,532.8895,1094.299,630.1356,738.8161,981.5193,500.7206,1006.744,551.4368,682.4074,960.4166,1028.879,547.0455,349.2755,517.3989,834.0089999999999,61.12444,52.34375,36.71875,92.44791,34.375,35.67708,48.17708,52.08333,52.37268,67.70834,43.40278,227.7199,65.68287,0.0,212.963,3,2018-07-25 14:04:00,2018,7,2,25,14
2018-07-25 14:05:00,2.040394,45.8333320617676,53.125,43.8368,3.1047452688217203,67.98969,3.081597,16.13136,15.617770000000002,15.05353,39.20562,24.83289,21.70478,11.78197,421.4858,461.4097,463.5792,2.545412,666.9005,398.9401,880.5426,532.2148,1090.046,629.731,741.0945,979.9312,506.5219,1030.3010000000002,575.9692,733.7963,998.4374,1018.417,549.4203,341.4553,511.5328,833.8685,43.85392,51.82291,36.97916,88.54166,34.375,35.67708,46.61458,51.21528,51.21528,65.39352,43.40278,245.081,69.15509,0.0,223.9583,3,2018-07-25 14:05:00,2018,7,2,25,14
2018-07-25 14:06:00,2.040394,45.8333320617676,53.03819,43.7934,3.1047452688217203,65.50671,3.009259,16.21094,15.69734,15.010129999999998,42.47151,34.52807,25.56032,9.310553,421.8448,467.5388,462.4698,2.516516,666.5646,398.8177,883.4726,537.197,1082.264,625.5664,738.1884,982.3875,508.3178,1033.817,564.683,699.074,955.7291,1010.956,564.1113,338.2733,500.6606,834.08,38.71302,52.08333,38.02083,83.85416,34.375,35.67708,45.3125,49.76852,50.63657,63.65741,43.40278,250.5787,67.99769,0.0,224.2477,3,2018-07-25 14:06:00,2018,7,2,25,14
2018-07-25 14:07:00,1.731482,45.8333320617676,53.03819,43.7934,3.1047452688217203,62.738330000000005,2.980324,16.21094,15.69734,15.16204,24.38681,42.03102,8.667707,3.420018,420.4138,459.8266,462.2843,2.543839,667.6533,400.0508,882.1094,533.51,1091.745,630.0816,737.1844,981.3324,508.8079,1025.139,590.5155,704.6296,992.1874,1037.283,555.0058,335.0328,493.1603,826.9199,61.56241,52.34375,39.0625,79.6875,34.375,35.67708,44.01041,48.3217582702637,49.47917,61.9213,43.40278,253.7616,68.28703,0.0,215.8565,3,2018-07-25 14:07:00,2018,7,2,25,14
2018-07-25 14:08:00,1.737384,45.8333320617676,53.03819,43.7934,3.1047452688217203,60.7011,2.958623,16.21094,15.69734,15.06076,12.01198,28.44177,7.327037,3.059637,420.4409,462.903,460.7906,2.503147,666.3835,399.3238,884.2939,532.311,1087.965,625.7462,735.9538,980.4568,490.1956,1036.539,547.6973,696.7593,947.9166,995.6429,555.5087,339.2959,497.0832,826.559,52.36053,53.64583,40.36458,81.77083,34.11458,35.67708,43.48958,46.875,48.32176,59.89583,46.2963,256.0764,67.99769,0.0,208.3333,3,2018-07-25 14:08:00,2018,7,2,25,14
2018-07-25 14:09:00,1.595718,45.8333320617676,53.03819,43.7066,3.1047452688217203,57.93731999999999,2.97309,16.13136,15.73351,15.16204,11.23067,28.02177,7.486702999999999,2.862606,420.2223,464.9182,466.7628,2.594862,664.3760000000001,400.1919,883.6731,534.0222,1092.601,628.8141,741.0635,982.2609,482.6352,1029.755,558.8423,685.6481,998.4374,1005.02,570.4448,348.7235,514.9868,825.4031,63.32853000000001,58.33333,42.70833,91.14583,34.375,35.67708,43.22916,46.875,47.74306,59.606480000000005,46.2963,260.9954,67.12963,0.0,213.831,3,2018-07-25 14:09:00,2018,7,2,25,14
