timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status,Date,Year,Month,Weekday,Day,Hour
2018-04-18 00:30:00,1.093982,42.53472,47.69965,41.449649810791,206.038757324219,60.30106,12.30469,15.1548,14.18547,13.86719,28.30488,30.43471,21.43791,6.803444,420.0946,460.7847,457.7386,2.481055,664.2351,398.1912,879.1428,458.3324,944.3077,625.123,650.46,748.0622,502.5955,1063.003,784.2626,671.2963,1016.667,828.1685,578.9925,177.4708,411.1652,434.2556,73.31284000000001,37.76041,32.8125,71.61458,28.64583,29.9479160308838,42.70833,34.72222,31.53935,34.43287,33.275459999999995,59.89583,44.56018,177.662,183.7384,2,2018-04-18 00:30:00,2018,4,2,18,0
2018-04-18 00:31:00,0.0,42.53472,47.61285,41.449649810791,204.186920166016,62.35267,5.005787000000001,15.234379999999998,13.70804,13.84549,13.54962,10.72864,7.896803,2.4541310000000003,419.7319,469.673,473.8297,2.663187,666.6357,400.6044,880.6601,459.9038,949.067,627.395,650.1024,751.9509,517.8278,1073.72,774.1281,699.5369999999999,974.4791,827.6573,577.5158,174.2099,405.4124,433.5805,75.03345999999999,37.76041,32.55208,69.27083,28.64583,29.94792,42.1875,35.30093,31.53935,35.01157,32.98611,59.606480000000005,44.56018,175.6366,187.2106,3,2018-04-18 00:31:00,2018,4,2,18,0
2018-04-18 00:32:00,0.0,42.49132,47.6128463745117,41.449649810791,202.566543579102,62.981280000000005,3.110532,15.12587,13.99016,13.84549,23.17522,13.8726,13.796879999999998,4.909503,420.2471,464.8466,460.0569,2.528306,665.9706,399.3752,879.3671,459.4077,950.3333,628.5697,654.3394,753.2853,495.7739,1046.562,777.8276,674.074,1009.896,828.382,570.6863,173.1833,401.9719,438.741,79.17995,37.5,32.55208,67.44791,28.38542,29.6875,41.40625,36.16898,30.96065,35.01157,32.986110687255895,59.89583,43.98148,176.2153,194.1551,3,2018-04-18 00:32:00,2018,4,2,18,0
2018-04-18 00:33:00,0.0,42.49132,47.6128463745117,41.449649810791,200.714691162109,62.43592,3.045428,15.234379999999998,13.85995,13.84549,25.981720000000003,19.07953,19.44184,6.210374,420.6754,463.9866,474.3724,2.676888,668.0043,399.1356,878.3267,459.9667,947.9872,627.9121,652.5941,748.8989,507.4356,1068.5410000000002,785.4113,676.8519,971.8749,827.8799,576.3143,173.1029,400.508,434.5455,67.52908000000001,36.97916,32.55208,67.70833,27.60417,29.16667,40.10416,35.87963,30.96065,35.30093,32.986110687255895,58.44906999999999,43.11343,173.6111,193.8657,3,2018-04-18 00:33:00,2018,4,2,18,0
2018-04-18 00:34:00,0.0,42.40451,47.6128463745117,41.449649810791,200.714691162109,61.34991,3.052662,15.1548,13.92506,13.84549,26.25747,22.25611,21.82142,6.138219,420.571,461.1618,461.6643,2.544561,667.3566,400.2099,881.9272,461.6634,949.6899,627.8697,652.7449,750.4553,510.0044,1052.887,778.5073,678.2407,961.9791,821.5537,569.9354,175.7646,405.7144,435.4153,77.54969,36.45833,32.55208,66.40625,27.08333,28.90625,38.28125,35.30093,30.6713,35.30093,32.986110687255895,57.00232,42.24537,171.875,190.6829,3,2018-04-18 00:34:00,2018,4,2,18,0
2018-04-18 00:35:00,0.0,42.40451,47.6128463745117,41.449649810791,199.904510498047,63.81602,6.467014,15.12587,13.92506,13.86719,26.923140000000004,24.61612,22.97611,6.326645,420.4212,465.8183,462.1223,2.527855,667.6812,399.4839,883.4021,461.4545,954.3732,629.5436,650.4484,751.1601,499.472,1048.894,777.9919,664.3519,983.8541,833.2048,566.0418,177.6909,405.9906,432.3449,80.42000999999999,35.67708,32.8125,64.0625,26.5625,28.645832061767603,37.5,35.30093,30.6713,35.0115737915039,32.98611,56.13426,41.95602,170.7176,190.6829,3,2018-04-18 00:35:00,2018,4,2,18,0
2018-04-18 00:36:00,0.0,42.40451,47.61285,41.449649810791,200.020248413086,62.71405,10.04774,12.60127,10.12008,10.06944,26.23895,26.34361,23.61339,6.431572,420.3344,465.4453,459.2887,2.510003,664.8683,398.6581,878.1561,457.568,949.0433,625.2136,646.5395,749.4082,521.8077,1070.85,778.3729,700.9259,1004.687,802.0859,559.2676,176.2115,408.3752,426.8738,77.28983000000001,35.15625,32.55208,60.41666,26.30208,28.38542,36.19791,35.30093,30.6713,34.7222213745117,32.40741,55.55556,42.24537,169.8495,192.1296,3,2018-04-18 00:36:00,2018,4,2,18,0
2018-04-18 00:37:00,0.0,42.49132,47.56944,41.449649810791,199.557281494141,69.09554,10.12008,12.62297,10.13455,10.06944,24.52737,27.11281,23.76027,6.3670230000000005,419.5468,455.9616,456.9706,2.492896,666.0252,399.266,878.7226,458.0281,951.6286,632.2288,651.3192,754.2963,511.4087,1069.253,784.8104,655.5555,913.5416,826.0639,569.2415,174.5341,407.365,427.4492,74.44946,34.375,31.51042,56.51041,26.04167,28.3854160308838,35.41666,35.01157,30.381940000000004,34.43287,32.98611,55.55556,42.24537,167.8241,192.1296,3,2018-04-18 00:37:00,2018,4,2,18,0
2018-04-18 00:38:00,0.0,42.49132,47.5694427490234,41.449649810791,213.330429077148,67.01315,9.975405,12.62297,9.960938,10.12008,16.6448,27.75367,23.99621,6.428035,420.1186,465.5959,476.9568,2.690657,664.4557,399.4272,876.8828,459.8947,950.0444,626.9713,652.3415,751.4104,516.5084,1060.857,791.3215,676.8519,945.3124,815.4147,546.6971,174.6438,399.3477,428.409,66.58866,33.85416,30.46875,53.38541,25.26042,28.38542,34.375,35.01157,30.381940000000004,33.85417,32.986110687255895,55.55556,42.24537,165.5093,190.6829,3,2018-04-18 00:38:00,2018,4,2,18,0
2018-04-18 00:39:00,0.0,42.49132,47.5694427490234,41.44965,201.87208557128895,67.62824,10.08391,12.5434,10.14178,10.09115,7.384341,15.48905,22.59604,5.709458000000001,419.7244,462.4395,458.4224,2.496335,667.4092,400.2179,880.9630000000001,460.7523,949.9377,630.655,651.2632,751.9061,527.8729,1076.62,794.699,696.7593,957.8124,822.0729,570.3279,174.7226,398.8297,425.3457,72.5185,33.59375,30.46875,53.38541,25.26042,27.86458,34.11458,37.32639,30.381940000000004,33.275459999999995,32.986110687255895,54.97685,42.53472,164.0625,189.5255,3,2018-04-18 00:39:00,2018,4,2,18,0
