timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status,Date,Year,Month,Weekday,Day,Hour
2018-07-04 20:58:00,0.5086227,47.48264,39.496524810791,38.28125,172.086212158203,26.43438,7.573785000000001,12.65191,12.61574,12.61574,22.97543,8.875416,3.184425,0.8397868,420.4115,464.3682,467.9922,2.611086,668.6438,400.9644,883.0287,534.1908,1089.744,628.6373,760.4829,919.8056,465.6548,1050.707,503.394,694.9074,1013.542,933.0095,504.5641,272.1143,577.4213,590.1419,56.1471,43.48958,79.94791,53.38541,28.3854160308838,42.1875,36.45833,33.564820000000005,49.76852,49.189820000000005,46.2963,53.81944,32.1180572509766,38.77315,34.43287,1,2018-07-04 20:58:00,2018,7,2,4,20
2018-07-05 00:12:00,1.674421,50.30382,39.80035,38.45486,552.1991,58.37304,13.77315,16.420720000000003,16.64496,16.39902,39.11544,44.4752,17.46827,4.105015,422.916,464.2157,467.5016,2.6022540000000003,666.3521,400.6421,879.9149,533.1105,1090.476,627.8075,762.3787,922.2952,475.5644,1047.373,519.4658,705.5555,1117.188,969.8046,545.2936,249.2186,489.1575,568.7991,40.62587,61.19791,50.52083,80.98958,40.36458,37.5,44.27083,115.7407,47.4537,59.02778000000001,98.09028,73.49537,47.4537,87.38426,105.9028,1,2018-07-05 00:12:00,2018,7,3,5,0
2018-07-05 01:45:00,1.782639,51.21527,40.798610687255895,39.322914123535206,577.8936,80.11641999999999,14.069729999999998,16.70284,16.14583,16.174770000000002,41.81025,50.23502,19.2548,3.146099,420.134,462.2119,459.8022,2.498137,665.7311,398.21,878.0098,534.6622,1091.168,628.7665,760.2703,921.816,490.1667,1049.385,522.2982,694.4445,1028.125,916.5176,505.3023,255.2249,508.5041,599.7617,35.91579,71.875,31.2499980926514,52.34375,45.57291,33.8541641235352,37.5,66.26156999999999,89.40972,85.3588,52.37268,115.4514,56.42361,168.9815,110.5324,1,2018-07-05 01:45:00,2018,7,3,5,1
2018-07-05 13:48:00,2.396528,52.56076,46.31076,43.88021,629.0509,84.73866,13.88165,16.037329999999997,15.49479,15.08247,47.5156,44.865390000000005,30.05808,0.06944443,418.0884,462.9575,455.3225,2.459121,666.1055,399.1745,881.1642,535.2751,1091.968,629.7298,763.7715,934.5665,491.7678,1048.071,517.3208,673.6111,974.4791,948.738,536.5618,267.2609,516.9223,598.681,67.16806,53.64583,42.1875,65.36458,41.40625,40.625,46.61458,41.087963104248,46.58565,56.42361,50.92593,162.6157,52.662040000000005,205.7292,176.5046,1,2018-07-05 13:48:00,2018,7,3,5,13
2018-07-05 14:10:00,2.400463,50.21701,46.48438,44.01041,624.3055,85.7326,13.96846,15.95052,15.22714,15.11863,49.31226,47.47031,30.452,0.05787037,400.4693,460.1532,456.7485,2.471703,662.4325,398.5707,874.4571,533.6643,1089.076,627.6538,760.8979,928.1835,473.576,1057.807,509.7239,694.4445,1079.167,924.2314,505.6104,276.5713,570.3513,605.5751,74.70683000000001,59.63541,40.36458,70.83333,40.10416,40.36458,47.91666,45.138889312744105,41.95602,46.00694,46.2962951660156,142.9398,50.9259262084961,202.2569,177.9514,1,2018-07-05 14:10:00,2018,7,3,5,14
2018-07-05 16:04:00,2.397512,50.0868,47.09201,44.140625,629.0509,79.31364,13.79485,15.91435,15.147570000000002,15.11863,46.22057,52.12128,34.34499,0.0462963,420.6918,464.4893,462.4082,2.548335,662.8474,398.5561,880.5795,533.8843,1088.956,627.2513,758.0037,927.7708,471.7502,1041.402,527.7711,690.2778,1104.167,977.8802,559.3628,265.7039,554.8556,604.7319,104.8771,60.15625,46.61458,91.14583,40.88541,40.625,50.78125,42.24537,42.24537,48.90046,48.03241,135.1273,53.2407417297363,204.2824,195.8912,1,2018-07-05 16:04:00,2018,7,3,5,16
2018-07-05 22:26:00,2.39456,52.17014,48.26389,42.31771,619.7916,84.1853,14.00463,16.0735,15.76968,15.11863,47.89999,51.85862,33.82128,0.06944443,419.9511,461.5197,464.7371,2.563838,664.9858,401.0907,877.2018,533.6007,1093.758,628.4833,760.6267,929.0327,506.7755,1047.122,507.1864,669.4445,935.4166,947.7571,503.7998,290.659,604.1387,615.0793,61.84129,52.08333,38.02083,99.21875,34.89583,36.19791,48.17708,39.0625,40.79861,43.11343,42.53472,134.5486,49.76852,225.9838,178.5301,1,2018-07-05 22:26:00,2018,7,3,5,22
2018-07-06 21:47:00,2.404398,43.22916,49.21875,41.23264,626.9676,83.28851,14.13484,16.1603,16.10966,15.05353,43.85732,50.47426,30.61493,15.95861,420.5169,464.5124,454.7763,2.465986,665.8012,399.1591,882.13,535.0322,1092.511,627.0256,758.6393,951.191,496.2668,1039.213,548.0286,682.4074,993.2291,960.2178,522.6506,299.1108,595.0138,622.7195,22.46681,46.875,34.89583,67.96875,31.25,31.770832061767603,40.88541,35.87963,34.72222,36.74768,35.87963,173.9005,45.138889312744105,231.7708,171.2963,1,2018-07-06 21:47:00,2018,7,4,6,21
2018-07-07 05:21:00,2.411285,43.27257,49.9131927490234,42.2743034362793,630.5555,80.04671,14.5761,16.21094,15.76968,15.11863,50.4888,51.381890000000006,32.51371,0.6413486999999999,419.713,463.5112,467.86,2.6009130000000003,669.3457,399.2363,877.077,532.9507,1088.1989999999998,626.7619,756.4984,948.8229,533.5228,1042.099,571.4829,670.8333,979.1666,940.8141,523.7186,278.3387,562.3746,625.2422,27.22976,46.875,35.41666,80.98958,33.07291,34.1145820617676,46.09375,38.19444,39.6412,51.79398,37.61574,157.4074,46.875,213.831,167.8241,1,2018-07-07 05:21:00,2018,7,5,7,5
2018-07-08 00:11:00,0.0019675929999999,45.13889,52.907990000000005,45.3559,500.0,1.40131,0.0289351847022772,0.03616898,0.03616898,0.0072337961755693,25.97765,23.970270000000003,19.9956,11.0764,421.6618,464.8507,470.9483,2.6323380000000003,669.1102,399.5446,880.8264,536.3282,1091.493,628.2361,759.8998,946.8455,509.9858,1042.829,562.6080000000001,668.9814,1037.5,947.3692,517.477,287.9145,575.3565,616.8983,30.04753,48.69791,31.51042,39.32291,35.41666,32.8125,36.19791,37.32639,35.30093,38.19444,43.40278,99.53703,44.849540000000005,192.1296,174.7685,2,2018-07-08 00:11:00,2018,7,6,8,0
